id,number,name,description,numCredits,departmentID,acronym
142,,Large-Scale Complex Engineered Systems (LSCES),"Introduction to the theoretical foundation and methods associated with the design for large-scale complex engineered systems, including objective function formation, design reliability, value-driven design, product robustness, utility theory, economic factors for the formation of a value function and complexity science as a means of detecting unintended consequences in the product behavior.",,3,AER E 568
143,,Mechanics of Composite and Combined Materials,Mechanics of fiber-reinforced materials. Micromechanics of lamina. Macromechanical behavior of lamina and laminates. Strength and interlaminar stresses of laminates. Failure criteria. Stress analysis of laminates. Thermal moisture and residual stresses. Joints in composites.,,3,AER E 569
144,,Wind Engineering,"Atmospheric circulations, atmospheric boundary layer wind, bluff-body aerodynamics, aeroelastic phenomena, wind-tunnel and full-scale testing, wind-load code and standards, effect of tornado and thunderstorm winds, design applications.",,3,AER E 570
145,,Turbulence,"Qualitative features of turbulence. Statistical representation of turbulent velocity fields: averages, moments, correlations, length and time scales and the energy cascade. Averaged equations of motion, closure requirements, Reynolds averaged models. Homogeneous shear flows, free shear flows, boundary layers. Numerical simulation of turbulence: DNS, LES, DES.",,3,AER E 572
146,,Random Signal Analysis and Kalman Filtering,Elementary notions of probability. Random processes. Autocorrelation and spectral functions. Estimation of spectrum from finite data. Response of linear systems to random inputs. Discrete and continuous Kalman filter theory and applications. Smoothing and prediction. Linearization of nonlinear dynamics.,,3,AER E 573
147,,Optimal Control,"The optimal control problem. Variational approach. Pontryagin's principle, Hamilton-Jacobi equation. Dynamic programming. Time-optimal, minimum fuel, minimum energy control systems. The regulator problem. Structures and properties of optimal controls.",,3,AER E 574
148,,Introduction to Robust Control,"Introduction to modern robust control. Model and signal uncertainty in control systems. Uncertainty description. Stability and performance robustness to uncertainty. Solutions to the H2, Hoo, and l1 control problems. Tools for robustness analysis and synthesis.",,3,AER E 575
149,,Digital Feedback Control Systems,"Sampled data, discrete data, and the z-transform. Design of digital control systems using transform methods: root locus, frequency response and direct design methods. Design using state-space methods. Controllability, observability, pole placement, state estimators. Digital filters in control systems. Microcomputer implementation of digital filters. Finite wordlength effects. Linear quadratic optimal control in digital control systems. Simulation of digital control systems.",,3,AER E 576
150,,Linear Systems,Linear algebra review. Least square method and singular value decomposition. State space modeling of linear continuous-time systems. Solution of linear systems. Controllability and observability. Canonical description of linear equations. Stability of linear systems. State feedback and pole placements. Observer design for linear systems.,,3,AER E 577
151,,Nonlinear Systems,Linear vs nonlinear systems. Phase plane analysis. Bifurcation and center manifold theory. Lyapunov stability. Absolute stability of feedback systems. Input-output stability. Passivity theory and feedback linearization. Nonlinear control design techniques.,,3,AER E 578
152,,Perturbation Methods,Mathematical perturbation methods with applications to ordinary and partial differential equations. Perturbation expansions. Order of magnitude and gauge functions. Matched asymptotic expansions. Boundary layer problems. Multiple scales. Resonance and mode coupling. Solvability conditions for differential equations. Physical and engineering applications.,,3,AER E 581
153,,Aerospace Engineering Independent Study: Special Topics,,,3,AER E 590
154,,Aerospace Engineering Independent Study: Aero and/or Gas Dynamics,,,3,AER E 590A
155,,Aerospace Engineering Independent Study: Propulsion,,,3,AER E 590B
156,,Aerospace Engineering Independent Study: Aerospace Structures,,,3,AER E 590C
157,,Aerospace Engineering Independent Study: Flight Dynamics,,,3,AER E 590D
158,,Aerospace Engineering Independent Study: Spacecraft Systems,,,3,AER E 590E
159,,Aerospace Engineering Independent Study: Flight Control Systems,,,3,AER E 590F
160,,Aerospace Engineering Independent Study: Aeroelasticity,,,3,AER E 590G
161,,Aerospace Engineering Independent Study: Viscous Aerodynamics,,,3,AER E 590H
162,,Aerospace Engineering Independent Study: Design,,,3,AER E 590I
163,,Aerospace Engineering Independent Study:  Hypersonics,,,3,AER E 590J
164,,Aerospace Engineering Independent Study: Computational Aerodynamics,,,3,AER E 590K
165,,Aerospace Engineering Independent Study: Optimization,,,3,AER E 590L
