"AM IN 332A","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"AM IN 332B","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"AM IN 332C","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"AM IN 332D","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"AM IN 342","ENGL 250"
"AM IN 346","ENGL 250"
"AM IN 426","Junior classification"
"AM IN 490","6 credits in American Indian studies; permission of instructor"
"ASL 101",""
"ASL 102","ASL 101"
"ASL 201","ASL 102 or equivalent."
"ASL 202","ASL 201 or equivalent."
"ASL 275",""
"ASL 490","6 credits in ASL and permission of department chair"
"A ECL 312","BIOL 211, BIOL 211L, BIOL 212, and BIOL 212L"
"A ECL 312I",""
"A ECL 321","A ECL 365"
"A ECL 326I",""
"A ECL 333","BIOL 212"
"A ECL 365","BIOL 212, BIOL 212L"
"A ECL 366","BIOL 211, BIOL 211L, BIOL 212, BIOL 212L"
"A ECL 371","A ECL 312; STAT 101 or STAT 104"
"A ECL 401",""
"A ECL 404I","Two semesters of biology"
"A ECL 415","A ECL 312"
"A ECL 418","A ECL 486"
"A ECL 419I",""
"A ECL 420I","Two semesters of biology"
"A ECL 425","BIOL 312 or equivalent"
"A ECL 440","A ECL 312, A ECL 321, STAT 101 or STAT 104; credit or enrollment in A ECL 486"
"A ECL 442","BIOL 211 and BIOL 212."
"A ECL 451","A ECL 371"
"A ECL 454","Junior standing and at least 10 credits in biological sciences at the 300+ level"
"A ECL 455","A ECL 365, A ECL 312 or graduate standing; NREM 120"
"A ECL 457","BIOL 351 or BIOL 365"
"A ECL 457L","BIOL 351 or BIOL/A ECL 365; concurrent registration in BIOL 457 or A ECL 457"
"A ECL 458","A ECL 365 or BIOL 351"
"A ECL 458L","BIOL 351 or AECL/BIOL 365. Concurrent enrollment in AECL/BIOL 458 is required."
"A ECL 459","BIOL 351 or A ECL 365"
"A ECL 459L","BIOL 351 or BIOL/AECL 365; concurrent enrollment in AECL 459 or BIOL 459 required."
"A ECL 480",""
"A ECL 486","BIOL 312 or ENSCI 381 or ENSCI 402 or NREM 301"
"A ECL 486L","Concurrent enrollment in BIOL 486"
"A ECL 515","A ECL 312"
"A ECL 516","A ECL 365, A ECL 312, or graduate standing"
"A ECL 518","A ECL 486"
"A ECL 520","A ECL 312, A ECL 321"
"A ECL 523I",""
"A ECL 525","BIOL 312 or equivalent"
"A ECL 526I","Concurrent registration in IA LL 326I"
"A ECL 531","BIOL 312; BIOL 313 or graduate standing"
"A ECL 531I","IA LL 312I"
"A ECL 535I","A course in ecology"
"A ECL 540","A ECL 312, A ECL 321, STAT 101 or STAT 104; credit or enrollment in A ECL 486"
"A ECL 542","BIOL 211 and BIOL 212."
"A ECL 551","a course in ecology or animal behavior"
"A ECL 554","Graduate classification"
"A ECL 570","Permission of instructor; EEOB 588; a course in calculus"
"A ECL 573",""
"A ECL 573A",""
"A ECL 573G",""
"A ECL 573H",""
"A ECL 573I",""
"A ECL 573W",""
"A ECL 589","BIOL 312, STAT 101 or STAT 104, a course in calculus, or graduate standing"
"A ECL 590","Graduate classification and permission of instructor"
"A ECL 590I","Graduate classification and permission of instructor"
"A ECL 599","Nonthesis M.S. option only"
"A ECL 698","Graduate classification in animal ecology and permission of instructor"
"A ECL 699",""
"A ECL 699I",""
"AN S 101",""
"AN S 110",""
"AN S 114",""
"AN S 116",""
"AN S 190","AN S 101"
"AN S 199","Credit or enrollment in AN S 101 or AN S 114"
"AN S 199A","Credit or enrollment in AN S 101 or AN S 114"
"AN S 199E","Credit or enrollment in AN S 101 or AN S 114"
"AN S 207",""
"AN S 210","Sophomore classification in An S"
"AN S 211","AN S 114, sophomore classification"
"AN S 214","BIOL 212, CHEM 163 or CHEM 177"
"AN S 214L","Concurrent enrollment in AN S 214"
"AN S 216","AN S 101 or AN S 114; one course in biology"
"AN S 217","Student majoring in Animal Science, riding experience An S, credit or concurrent enrollment in AN S 216"
"AN S 223","AN S 101, AN S 114"
"AN S 224","Course in biology"
"AN S 225","AN S 101, AN S 114"
"AN S 226","AN S 101, AN S 114"
"AN S 229","AN S 101, AN S 114"
"AN S 235","AN S 101, AN S 114"
"AN S 270","BIOL 212, CHEM 163 or CHEM 177"
"AN S 270L","Credit or current enrollment in AN S 270"
"AN S 280","AN S 101 AN S 114"
"AN S 305","Junior classification; AN S 270L recommended"
"AN S 306","sophomore classification or permission of instructor"
"AN S 313","AN S 214, BIOL 211, one course in chemistry"
"AN S 317",""
"AN S 317A",""
"AN S 317B","Permission of instructor"
"AN S 317C",""
"AN S 319","AN S 214, course in organic chemistry or biochemistry"
"AN S 320","AN S 319"
"AN S 324","AN S 319, Junior Classification"
"AN S 331","Course in physiology"
"AN S 332","Credit or enrollment in AN S 331"
"AN S 332A","Credit or enrollment in AN S 331."
"AN S 332E","Credit or enrollment in AN S 331."
"AN S 333","AN S 331 or AN S 332"
"AN S 334","Credit or concurrent enrollment in AN S 333; AN S 332 or VDPAM 416; permission of instructor"
"AN S 335","Sophomore classification"
"AN S 336","One course in physiology"
"AN S 337","AN S 214"
"AN S 345","AN S 214; BIOL 313 or GEN 320"
"AN S 352","One course in statistics, BIOL 211, course in genetics"
"AN S 360","AN S 270; a course in organic or biochemistry"
"AN S 382","AN S 225 or 280 and 280L. Recommended TSM 210."
"AN S 383","AN S 225 or AN S 280 and An S 280L."
"AN S 384","AN S 225 or AN S 280 and An S 280L. Recommended a course in microbiology."
"AN S 399",""
"AN S 399A","Permission of the instructor"
"AN S 399B","Permission of the instructor"
"AN S 411","Senior classification in An S"
"AN S 415","AN S 216, AN S 319, AN S 320, AN S 331"
"AN S 419","AN S 214, AN S 319, AN S 320"
"AN S 424","AN S 224, AN S 319, AN S 320, AN S 331, AN S 352"
"AN S 425","AN S 225, AN S 270, AN S 270L, AN S 319, AN S 320, AN S 331, AN S 352; ECON 230 or equivalent recommended"
"AN S 426","AN S 226, AN S 270, AN S 270L,  AN S 319, AN S 320, AN S 331, AN S 352; ECON 230 or equivalent recommended"
"AN S 429","AN S 229, AN S 319, AN S 320, AN S 331, AN S 352; AGRON 334 recommended; ECON 230 or equivalent recommended"
"AN S 434","AN S 235, AN S 319, AN S 331, AN S 320, AN S 337, AN S 352; ECON 230 or equivalent recommended"
"AN S 435","AN S S 434; ECON 230"
"AN S 441","Two courses from AN S 223, AN S 225, AN S 226, AN S 229, AN S 235"
"AN S 460","AN S 270"
"AN S 475","permission of instructor"
"AN S 475A","permission of instructor"
"AN S 475B","permission of instructor"
"AN S 475C","permission of instructor"
"AN S 475D","permission of instructor"
"AN S 475E","permission of instructor"
"AN S 475F","permission of instructor"
"AN S 480","A.  AN S 226; permission of instructor  C.  AN S 225; permission of instructor"
"AN S 480A","AN S 226; permission of instructor"
"AN S 480C","AN S 225; permission of instructor"
"AN S 480G","AN S 223; permission of instructor"
"AN S 489","Credit or enrollment in FS HN 101 or FS HN 272 or HSP M 233; FS HN 419 or FS HN 420; FS HN 403"
"AN S 490","Permission of the instructor"
"AN S 490A","Permission of the instructor"
"AN S 490B","Permission of the instructor"
"AN S 490C","Permission of the instructor"
"AN S 490D","Permission of the instructor"
"AN S 490E","Permission of the instructor"
"AN S 490G","Permission of the instructor"
"AN S 490H","Permission of the instructor"
"AN S 490I","Permission of the instructor"
"AN S 493","Permission of instructor"
"AN S 495","Permission of instructor"
"AN S 496","Permission of instructor, 30 college credits"
"AN S 496A","Permission of instructor, 30 college credits"
"AN S 496B","Permission of instructor, 30 college credits"
"AN S 497","Permission of instructor"
"AN S 500",""
"AN S 500A",""
"AN S 500B",""
"AN S 501",""
"AN S 503","Permission of instructor"
"AN S 515","SUSAG 509"
"AN S 518","AN S 419 or NUTRS 501"
"AN S 520","AN S 419 or NUTRS 501"
"AN S 533","General physiology course"
"AN S 536","One course in physiology; one course in biochemistry"
"AN S 537","permission of instructor; M.S. or Ph.D. student"
"AN S 537A","permission of instructor; M.S. or Ph.D. student"
"AN S 537B","permission of instructor; M.S. or Ph.D. student"
"AN S 537C","permission of instructor; M.S. or Ph.D. student"
"AN S 537D","permission of instructor; M.S. or Ph.D. student"
"AN S 540","AN S 561 or MICRO 575 or V MPM 520"
"AN S 549","BIOL 335; credit or enrollment in BBMB 404 or BBMB 420"
"AN S 552","BIOL 335; credit or enrollment in BBMB 404 or BBMB 420"
"AN S 556","BBMB 405 or GDCB 510"
"AN S 560","AN S 270"
"AN S 561","STAT 401"
"AN S 562","AN S 561, STAT 402"
"AN S 562A","AN S 561, STAT 402"
"AN S 562B","AN S 561, STAT 402"
"AN S 570","AN S 460"
"AN S 571","AN S 460 or AN S 570"
"AN S 590","Permission of instructor"
"AN S 590A","Permission of instructor"
"AN S 590B","Permission of instructor"
"AN S 590C","Permission of instructor"
"AN S 590D","Permission of instructor"
"AN S 590E","Permission of instructor"
"AN S 590F","Permission of instructor"
"AN S 590G","Permission of instructor"
"AN S 590H","Permission of instructor"
"AN S 590I","Permission of instructor"
"AN S 590J","Permission of instructor"
"AN S 590K","Permission of instructor"
"AN S 590L","Permission of instructor"
"AN S 590M","Permission of instructor"
"AN S 590N","Permission of instructor"
"AN S 599","Nonthesis M.S"
"AN S 599A","Nonthesis M.S"
"AN S 599B","Nonthesis M.S"
"AN S 599C","Nonthesis M.S"
"AN S 599D","Nonthesis M.S"
"AN S 599E","Nonthesis M.S"
"AN S 603","Permission of instructor"
"AN S 618","Biochemistry, physiology, basic nutrition"
"AN S 619","BBMB 405"
"AN S 620","BBMB 405"
"AN S 633","Permission of instructor"
"AN S 652","AN S 561"
"AN S 652A","AN S 561"
"AN S 652B","AN S 561"
"AN S 653","AN S 561 recommended"
"AN S 653A","AN S 561 recommended"
"AN S 653B","AN S 561 recommended"
"AN S 655","AN S 500, AN S 562, COM S 207"
"AN S 655A","AN S 500, AN S 562, COM S 207"
"AN S 655B","AN S 500, AN S 562, COM S 207"
"AN S 656","AN S 562, STAT 447"
"AN S 658",""
"AN S 670","BBMB 405, BBMB 420, or BBMB 502"
"AN S 684","Permission of instructor"
"AN S 685","Permission of instructor"
"AN S 695",""
"AN S 699",""
"AN S 699A",""
"AN S 699B",""
"AN S 699C",""
"AN S 699D",""
"AN S 699E",""
"AN S 699F",""
"AN S 699G",""
"AN S 699H",""
"AN S 699I",""
"AN S 699J",""
"ANTHR 201",""
"ANTHR 202",""
"ANTHR 220",""
"ANTHR 230",""
"ANTHR 306","ANTHR 201"
"ANTHR 307","ANTHR 202"
"ANTHR 308","ANTHR 202"
"ANTHR 309","ANTHR 201 recommended"
"ANTHR 313","ANTHR 201 recommended"
"ANTHR 315","ANTHR 202"
"ANTHR 319","ANTHR 307 or college level biology"
"ANTHR 320","ANTHR 202"
"ANTHR 321","ANTHR 202 recommended"
"ANTHR 322","ANTHR 201 or AM IN 210"
"ANTHR 323","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 323A","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 323B","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 323C","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 323D","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 325","201 or 306 recommended."
"ANTHR 332","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 332A","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 332B","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 332C","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 332D","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 333",""
"ANTHR 336","ANTHR 201 or ANTHR 306"
"ANTHR 340","ANTHR 201 or ANTHR 306"
"ANTHR 350","ANTHR 202 and/or basic biology course recommended"
"ANTHR 354","POL S 235, POL S 251, or ANTHR 230"
"ANTHR 376",""
"ANTHR 376A",""
"ANTHR 376B",""
"ANTHR 411","ANTHR 201 or ANTHR 306"
"ANTHR 418","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 419","ANTHR 306"
"ANTHR 419A","ANTHR 306"
"ANTHR 419B","ANTHR 306"
"ANTHR 419C","ANTHR 306"
"ANTHR 419D","ANTHR 306"
"ANTHR 424","ANTHR 202 or ANTHR 307; ANTHR 319 recommended"
"ANTHR 425","Junior classification in anthropology or permission from the instructor"
"ANTHR 427I",""
"ANTHR 428","ANTHR 308"
"ANTHR 428A","ANTHR 308"
"ANTHR 428B","ANTHR 308"
"ANTHR 428C","ANTHR 308"
"ANTHR 428D","ANTHR 308"
"ANTHR 429","ANTHR 202 or ANTHR 308"
"ANTHR 431",""
"ANTHR 434","Junior or senior standing"
"ANTHR 434A","Junior or senior standing"
"ANTHR 434B","Junior or senior standing"
"ANTHR 434C","Junior or senior standing"
"ANTHR 434D","Junior or senior standing"
"ANTHR 438","ANTHR 202 or ANTHR 307"
"ANTHR 444","ANTHR 201; ANTHR 306 recommended"
"ANTHR 445","ANTHR 202 or BIOL 101"
"ANTHR 450","ANTHR 306"
"ANTHR 451","ANTHR 201 or ANTHR 202 or ANTHR 308"
"ANTHR 451A","ANTHR 201 or ANTHR 202 or ANTHR 308"
"ANTHR 451B","ANTHR 201 or ANTHR 202 or ANTHR 308"
"ANTHR 451C","ANTHR 201 or ANTHR 202 or ANTHR 308"
"ANTHR 451D","ANTHR 201 or ANTHR 202 or ANTHR 308"
"ANTHR 482","ANTHR 307"
"ANTHR 482A","ANTHR 307"
"ANTHR 482B","ANTHR 307"
"ANTHR 482C","ANTHR 307"
"ANTHR 482D","ANTHR 307"
"ANTHR 490","9 credits in anthropology"
"ANTHR 490A","9 credits in anthropology"
"ANTHR 490B","9 credits in anthropology"
"ANTHR 490C","9 credits in anthropology"
"ANTHR 490D","9 credits in anthropology."
"ANTHR 490H","9 credits in anthropology"
"ANTHR 490I","8 credits in biology and permission of instructor"
"ANTHR 503","ANTHR 307 and ANTHR 308"
"ANTHR 509","Senior or above classification"
"ANTHR 510","6 credits in anthropology"
"ANTHR 511","ANTHR 201 or ANTHR 306"
"ANTHR 513","ANTHR 201 recommended"
"ANTHR 515","ANTHR 202"
"ANTHR 518","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 519","ANTHR 307 or college level biology"
"ANTHR 520","ANTHR 202"
"ANTHR 521","ANTHR 202 recommended"
"ANTHR 522","ANTHR 201 or AM IN 210"
"ANTHR 523","6 credits in anthropology, ANTHR 201 or ANTHR 306 recommended"
"ANTHR 523A","6 credits in anthropology, ANTHR 201 or ANTHR 306 recommended"
"ANTHR 523B","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 523C","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 523D","ANTHR 201 or ANTHR 306 recommended"
"ANTHR 524","ANTHR 202 or ANTHR 307; ANTHR 319 recommended"
"ANTHR 528","ANTHR 308"
"ANTHR 528A","ANTHR 308"
"ANTHR 528B","ANTHR 308"
"ANTHR 528C","ANTHR 308"
"ANTHR 528D","ANTHR 308"
"ANTHR 529","ANTHR 202 or ANTHR 308"
"ANTHR 530","6 credits in anthropology, permission of instructor"
"ANTHR 531",""
"ANTHR 532","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 532A","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 532B","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 532C","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 532D","ANTHR 201 or ANTHR 306; ANTHR 322 or AM IN 210 recommended"
"ANTHR 536","ANTHR 201 or ANTHR 306"
"ANTHR 538","ANTHR 202 or ANTHR 307"
"ANTHR 540","ANTHR 201 or ANTHR 306"
"ANTHR 541","One 200-level science course or graduate classification"
"ANTHR 542","Enrollment in the Graduate Certificate in Forensic Sciences"
"ANTHR 544","ANTHR 201; ANTHR 306 recommended"
"ANTHR 545","ANTHR 202 or BIOL 101"
"ANTHR 550","ANTHR 202 and/or basic biology course recommended"
"ANTHR 582","ANTHR 307"
"ANTHR 582A","ANTHR 307"
"ANTHR 582B","ANTHR 307"
"ANTHR 582C","ANTHR 307"
"ANTHR 582D","ANTHR 307"
"ANTHR 590","Graduate classification and permission of instructor"
"ANTHR 590I","Graduate classification and permission of instructor"
"ANTHR 591","Admission to the Anthropology Graduate Program"
"ANTHR 610","Graduate classification, permission of instructor"
"ANTHR 699",""
"ANTHR 699I",""
"AESHM 112","Concurrent enrollment with AESHM 113"
"AESHM 113",""
"AESHM 113E",""
"AESHM 113N",""
"AESHM 170","Adviser permission required; freshman classification or permission"
"AESHM 170D","Adviser permission required"
"AESHM 170F","Adviser permission required"
"AESHM 170N","Adviser permission required; freshman classification"
"AESHM 170P","Adviser permission required; freshman classification or permission"
"AESHM 175",""
"AESHM 175D",""
"AESHM 175N",""
"AESHM 211",""
"AESHM 222",""
"AESHM 270","Minimum 2.0 GPA; permission by application; sophomore classification"
"AESHM 270D","Adviser permission required"
"AESHM 270F","Adviser permission required"
"AESHM 270N","Adviser permission required.  Sophomore classification"
"AESHM 270P","Adviser permission required"
"AESHM 272","Application and instructor permission, application form available from the AESHM Department office"
"AESHM 280",""
"AESHM 281",""
"AESHM 287",""
"AESHM 311","AESHM 112, AESHM 113; Sophomore classification. Good academic standing"
"AESHM 311E","AESHM 112, AESHM 113; Sophomore classification.  Good academic standing."
"AESHM 311N","AESHM 112, AESHM 113; Sophomore classification. Good academic standing"
"AESHM 340","ECON 101"
"AESHM 342","Sophomore classification"
"AESHM 379",""
"AESHM 380","9 credits in A M D, AESHM, EVENT, and/or HSP M; sophomore classification; minimum 2.0 GPA.  Permission by application"
"AESHM 380D","9 credits in AESHM or HSP M; sophomore classification; minimum 2.0 GPA; AESHM 280 or concurrent enrollment; permission by application"
"AESHM 380F","9 credits in EVENT, AESHM, or HSP M; sophomore classification; minimum 2.0 GPA; AESHM 280 or concurrent enrollment; permission by application"
